"","year","age","maritl","race","education","health","wage_status"
"2641",2008,41,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2642",2009,37,"4. Divorced","1. White","4. College Grad","1. <=Good",1
"2643",2005,42,"2. Married","1. White","3. Some College","1. <=Good",1
"2644",2004,25,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2645",2005,45,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2646",2009,40,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2647",2004,43,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2648",2006,50,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2649",2003,42,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2650",2003,38,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2651",2006,44,"4. Divorced","1. White","1. < HS Grad","2. >=Very Good",0
"2652",2007,19,"1. Never Married","1. White","3. Some College","1. <=Good",0
"2653",2004,44,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"2654",2003,26,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"2655",2005,54,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2656",2006,32,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2657",2008,49,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2658",2005,35,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2659",2007,34,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2660",2003,23,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"2661",2008,60,"2. Married","3. Asian","3. Some College","1. <=Good",1
"2662",2006,54,"2. Married","1. White","5. Advanced Degree","1. <=Good",0
"2663",2003,31,"2. Married","2. Black","3. Some College","2. >=Very Good",1
"2664",2006,47,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2665",2003,48,"4. Divorced","1. White","2. HS Grad","1. <=Good",0
"2666",2005,48,"2. Married","1. White","4. College Grad","1. <=Good",1
"2667",2004,35,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2668",2006,55,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2669",2004,35,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2670",2009,37,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"2671",2003,27,"1. Never Married","2. Black","2. HS Grad","2. >=Very Good",0
"2672",2007,64,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2673",2003,52,"4. Divorced","1. White","2. HS Grad","1. <=Good",0
"2674",2007,47,"5. Separated","2. Black","1. < HS Grad","2. >=Very Good",0
"2675",2003,26,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2676",2005,41,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"2677",2009,22,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2678",2004,76,"2. Married","1. White","3. Some College","1. <=Good",0
"2679",2006,46,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2680",2006,39,"2. Married","2. Black","3. Some College","1. <=Good",1
"2681",2006,39,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2682",2004,23,"1. Never Married","1. White","3. Some College","1. <=Good",0
"2683",2006,49,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2684",2009,44,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"2685",2006,20,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2686",2005,43,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2687",2006,42,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2688",2009,46,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2689",2009,33,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2690",2003,62,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2691",2006,38,"2. Married","1. White","3. Some College","1. <=Good",1
"2692",2005,43,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2693",2005,46,"4. Divorced","1. White","4. College Grad","2. >=Very Good",1
"2694",2006,18,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2695",2009,63,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"2696",2006,43,"1. Never Married","2. Black","5. Advanced Degree","2. >=Very Good",1
"2697",2009,44,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2698",2008,53,"1. Never Married","2. Black","3. Some College","1. <=Good",1
"2699",2008,58,"1. Never Married","1. White","1. < HS Grad","1. <=Good",0
"2700",2003,23,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2701",2004,50,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2702",2004,35,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2703",2006,38,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"2704",2004,36,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2705",2005,32,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2706",2003,56,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2707",2005,41,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2708",2004,40,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2709",2004,26,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2710",2006,26,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2711",2008,47,"4. Divorced","1. White","4. College Grad","2. >=Very Good",1
"2712",2007,25,"1. Never Married","2. Black","4. College Grad","2. >=Very Good",0
"2713",2006,58,"2. Married","2. Black","3. Some College","1. <=Good",1
"2714",2008,57,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2715",2003,30,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"2716",2007,44,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2717",2009,29,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2718",2007,51,"2. Married","1. White","4. College Grad","1. <=Good",1
"2719",2006,37,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2720",2004,67,"2. Married","3. Asian","5. Advanced Degree","1. <=Good",1
"2721",2009,34,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2722",2003,50,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2723",2005,38,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2724",2008,55,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2725",2003,27,"1. Never Married","1. White","3. Some College","1. <=Good",1
"2726",2007,39,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2727",2007,54,"2. Married","1. White","3. Some College","1. <=Good",1
"2728",2008,55,"4. Divorced","1. White","5. Advanced Degree","1. <=Good",1
"2729",2003,49,"2. Married","2. Black","3. Some College","1. <=Good",1
"2730",2003,42,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"2731",2005,39,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2732",2003,32,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2733",2005,39,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2734",2003,50,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2735",2004,47,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2736",2003,40,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2737",2006,51,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"2738",2009,28,"2. Married","3. Asian","3. Some College","2. >=Very Good",0
"2739",2007,53,"4. Divorced","1. White","3. Some College","2. >=Very Good",0
"2740",2005,54,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2741",2009,51,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2742",2008,33,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2743",2008,55,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2744",2003,44,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2745",2009,30,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2746",2005,40,"2. Married","3. Asian","5. Advanced Degree","1. <=Good",0
"2747",2007,26,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2748",2006,49,"2. Married","3. Asian","4. College Grad","1. <=Good",1
"2749",2004,43,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2750",2004,43,"1. Never Married","2. Black","3. Some College","2. >=Very Good",0
"2751",2008,44,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2752",2006,32,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2753",2009,34,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2754",2009,36,"2. Married","3. Asian","4. College Grad","1. <=Good",1
"2755",2006,51,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"2756",2007,42,"2. Married","1. White","3. Some College","1. <=Good",0
"2757",2003,60,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"2758",2004,36,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2759",2006,47,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2760",2004,60,"2. Married","1. White","3. Some College","1. <=Good",1
"2761",2003,22,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2762",2005,41,"1. Never Married","2. Black","2. HS Grad","2. >=Very Good",0
"2763",2003,56,"4. Divorced","1. White","4. College Grad","2. >=Very Good",1
"2764",2003,44,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2765",2005,49,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2766",2006,45,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2767",2003,25,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2768",2007,52,"2. Married","1. White","3. Some College","1. <=Good",1
"2769",2003,30,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2770",2009,29,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2771",2007,23,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2772",2007,48,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",1
"2773",2009,44,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2774",2003,62,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2775",2006,33,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2776",2008,51,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2777",2006,36,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2778",2005,23,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2779",2003,51,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",0
"2780",2008,47,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2781",2003,34,"1. Never Married","1. White","2. HS Grad","1. <=Good",1
"2782",2004,34,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2783",2009,43,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"2784",2006,43,"5. Separated","1. White","3. Some College","2. >=Very Good",1
"2785",2009,40,"1. Never Married","1. White","4. College Grad","1. <=Good",1
"2786",2005,59,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2787",2008,53,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2788",2004,32,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2789",2008,48,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2790",2008,37,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2791",2006,20,"1. Never Married","2. Black","3. Some College","2. >=Very Good",0
"2792",2004,32,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2793",2004,40,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2794",2004,48,"2. Married","1. White","3. Some College","1. <=Good",1
"2795",2005,43,"2. Married","1. White","4. College Grad","1. <=Good",1
"2796",2009,56,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2797",2003,55,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2798",2008,38,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2799",2006,52,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2800",2003,40,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"2801",2005,29,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2802",2007,45,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2803",2003,39,"2. Married","3. Asian","1. < HS Grad","1. <=Good",0
"2804",2005,50,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2805",2003,50,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2806",2004,57,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2807",2003,30,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2808",2005,56,"4. Divorced","2. Black","3. Some College","2. >=Very Good",0
"2809",2008,43,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2810",2004,43,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2811",2005,67,"2. Married","2. Black","3. Some College","1. <=Good",1
"2812",2005,50,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2813",2005,49,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2814",2004,50,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2815",2004,59,"2. Married","2. Black","4. College Grad","2. >=Very Good",1
"2816",2007,51,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2817",2005,39,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2818",2009,54,"2. Married","2. Black","3. Some College","1. <=Good",0
"2819",2004,55,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2820",2005,45,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2821",2003,54,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2822",2008,23,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",1
"2823",2003,74,"3. Widowed","2. Black","4. College Grad","1. <=Good",0
"2824",2005,52,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2825",2005,25,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2826",2008,45,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"2827",2004,37,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2828",2005,55,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2829",2004,25,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"2830",2008,66,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2831",2007,47,"1. Never Married","2. Black","4. College Grad","2. >=Very Good",1
"2832",2005,36,"2. Married","2. Black","4. College Grad","2. >=Very Good",1
"2833",2004,63,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2834",2003,44,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2835",2009,37,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2836",2006,32,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"2837",2004,43,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2838",2009,37,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2839",2009,26,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2840",2004,39,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2841",2008,45,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2842",2009,40,"1. Never Married","2. Black","4. College Grad","2. >=Very Good",1
"2843",2006,51,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2844",2009,52,"2. Married","2. Black","2. HS Grad","2. >=Very Good",0
"2845",2007,43,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2846",2005,52,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2847",2005,50,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2848",2005,54,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2849",2004,28,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2850",2003,28,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2851",2005,26,"1. Never Married","3. Asian","4. College Grad","1. <=Good",0
"2852",2009,45,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",0
"2853",2003,34,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",0
"2854",2006,73,"2. Married","2. Black","2. HS Grad","1. <=Good",1
"2855",2009,31,"1. Never Married","1. White","2. HS Grad","1. <=Good",1
"2856",2005,29,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2857",2008,40,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2858",2003,38,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2859",2004,42,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2860",2007,50,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2861",2008,51,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2862",2009,40,"5. Separated","1. White","2. HS Grad","2. >=Very Good",1
"2863",2008,25,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2864",2009,47,"4. Divorced","1. White","4. College Grad","2. >=Very Good",1
"2865",2009,27,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2866",2003,53,"4. Divorced","1. White","4. College Grad","1. <=Good",0
"2867",2004,67,"2. Married","2. Black","1. < HS Grad","2. >=Very Good",0
"2868",2008,40,"2. Married","3. Asian","4. College Grad","1. <=Good",1
"2869",2003,44,"2. Married","2. Black","4. College Grad","2. >=Very Good",0
"2870",2004,33,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"2871",2004,29,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2872",2003,32,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2873",2009,27,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",1
"2874",2003,40,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2875",2008,36,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",0
